tweet_text,label_text
" As a school, we felt our students had a sense of the urgency of the situation",affected_individuals
 # Maria devastated # PuertoRico - some of the worst affected persons to hit.,affected_individuals
 Harvey evacuees struggle to find shelter,affected_individuals
" Hurricane Harvey victims need us, we need them. And to find a way to help.",affected_individuals
 In the wake of the floods and flood victims in Mexico,affected_individuals
 New York : Hurricane Harvey Victims Have Had No Food in Some Attic For Months,affected_individuals
 # TexasAce # sippysippies,affected_individuals
 RT @Tribune_Tribune : Survivors of Hurricane Irma : Hope s a strength,affected_individuals
 Northern California wildfires : Death toll climbs to 2 ; family still in ruins,affected_individuals
 # Harvey relief effort in the...,affected_individuals
 RT @Reuters : Puerto Rico faces severe electricity shortages after Hurricane Maria,affected_individuals
" RT @washingtonpost : Another Florida woman in a coma after Irma : "" I don't want to go home",affected_individuals
 First responders need to get more training... # Harvey # Irma,affected_individuals
" # IRMA, # MOTHERHOUSE, # IRMA",affected_individuals
.@jimmydewey2 : Irma left me in the back of a pickup truck as it rushed toward Tampa.,affected_individuals
 RT @DaltonDailyNews : Texas Woman Dies After Earthquake Strikes Mexico,affected_individuals
 Couple surviving wildfires hit by tornadoes and other powerful winds,affected_individuals
 Irma devastated my family and me as we evacuated the Florida Keys to escape the devastation # Irma,affected_individuals
 Two California farm workers who survived a Harvey flood survived..,affected_individuals
" Puerto Rico - devastated by hurricane Irma ""We all do what we can to help.",affected_individuals
 # California wildfires destroyed more than 500 homes in Mexico,affected_individuals
 # PuertoRicoAHS a s many s s long days... # HurricaneMaria s arrival,affected_individuals
 Hurricane Irma survivors - and their families - return home,affected_individuals
 California wildfires,affected_individuals
 Harvey victims are heading to shelters,affected_individuals
 Hurricane Irma victims are already in limbo # MiamiPost,affected_individuals
 RT @AITL : Flood waters from # California s worst cyclone threaten a few days of life for children & seniors,affected_individuals
 # # wildfire # climate # news # disaster,affected_individuals
 In California wildfires : My family lives in a trailer!,affected_individuals
 Houston Flood Damaged Homes After Harvey,affected_individuals
 @jorgemora2 you could win a trip to Puerto Rico for $ 300!,affected_individuals
 Puerto Rico Earthquake Aims To Destroy Puerto Rico,affected_individuals
 RT @AOLNews : Puerto Rico has lost its power to serve its people,affected_individuals
" RT @CNN : 1,000 victims of Hurricane Harvey in Texas",affected_individuals
" RT @NARAL: Hurricane Irma victims can get aid on their own through Medicare, but no one in Puerto Rico.",affected_individuals
 Wildfire survivors in California s interior...,affected_individuals
 @realDonaldTrump Hurricane Irma has victims of a long time coming to a close - the best news is that you are still helping,affected_individuals
 @NHL @RedPillNHL @NBCNews @NBCDNF Thank you for the information in our initial response! We work every day to help our community during and after a natural disaster.,affected_individuals
 Some Hurricane Harvey Survivors Are Now Leaving for California,affected_individuals
 Two members of the family remain missing after Hurricane Maria destroyed their home,affected_individuals
 @CBSNews # HurricaneHarvey # Harvey victims have suffered a.001% loss from # natural disasters.,affected_individuals
 @SandraSays You are amazing,affected_individuals
" RT @HuffPost : Couple of weeks ago, a neighbor says family suffered a devastating storm and now s lost everything.",affected_individuals
 Harvey victims s search continues at hotel s border,affected_individuals
 Family left in their home after hurricane Maria destroys Florida,affected_individuals
" US State Department Says the Sri Lankan Earthquake Recovery Efforts were ""A Failure of Planning """,affected_individuals
" Irma destroys homes, farms, cars in Irma victims s wake",affected_individuals
 Hurricane Maria Victims Receive Hundreds of Extra Payments ,affected_individuals
 # Irma survivor :  Lives through,affected_individuals
 Texas school community sends its troops to Mexico to assist in recovery efforts # USNews # USNews # USNews # USNews # USNews,affected_individuals
 RT @WFP : Dozens of Harvey victims unable to leave Mexico City ,affected_individuals
 Hurricane Maria survivor : Life in Mexico ,affected_individuals
 RT @TMZ : As # Harvey leaves Harvey County still not in sight,affected_individuals
.@jeffsanders @WESHRadio in # HurricaneHarvey @WESHRadio,affected_individuals
" Hurricane Harvey - and Irma victims face a sledgehammer, not a pitchfork",affected_individuals
 Family of a 5 year old girl finds baby in a hotel after Irma,affected_individuals
" How California wildfires helped feed California's hungry, hungry children",affected_individuals
" My family in California is reeling from # HurricaneHarvey devastation. We've lost a mom, a little girl, her dog.",affected_individuals
 Hurricane Maria Relief Funds Raise Just $ 57 Million A Bill,affected_individuals
 California wildfires ravage thousands - one family home,affected_individuals
 Flood victims in # PuertoRico are at the mercy of Hurricane Maria and Irma.,affected_individuals
 RT @WOOTV,affected_individuals
" California wildfires have forced people to flee, evacuees to flee -",infrastructure_and_utility_damage
" At least 80,000 homes without power in California",infrastructure_and_utility_damage
 RT @mrcoyles : Hurricane Maria hit Puerto Rico hard and for long :...,infrastructure_and_utility_damage
 RT @wsbtv : Two @SFGate,infrastructure_and_utility_damage
" Hurricane Maria, now in Caribbean # News # News # Tech",infrastructure_and_utility_damage
" Aerial view of # PuertoRicoA, flooded by # HurricaneMaria s # stormwater release",infrastructure_and_utility_damage
" RT @EstateNews : Florida mansion burned by Irma, evacuees still waiting to return home",infrastructure_and_utility_damage
 Hurricane Maria s damage to Caribbean islands from Mexico s s largest earthquake,infrastructure_and_utility_damage
 RT @DailyCaller : Tornado s devastation in Harvey s path is even more devastating,infrastructure_and_utility_damage
" Hurricane Maria Destroyed All, Including Power Grid, but Left Massive Property Damage",infrastructure_and_utility_damage
 Puerto Rico,infrastructure_and_utility_damage
 RT @CNN : One school has received as much as 60 inches of water from Harvey,infrastructure_and_utility_damage
" # hurricaneharvey # fire # tornado # landslide # tree fall # landslide, # fire",infrastructure_and_utility_damage
" RT @WESH : A wildfire has burned down over 200,000 acres near Los Angeles, California.",infrastructure_and_utility_damage
 At least one part of California s massive wildfires is still standing. | Photo by AP,infrastructure_and_utility_damage
" RT @FoxNews : Puerto Rico still recovering from # Irma, however its the most affected island.",infrastructure_and_utility_damage
 # fire # fire # fire # wildfire @NashvilleNews @TNNewsNow,infrastructure_and_utility_damage
" Mexico City Earthquake Victims Are Out in the Open, Without Power, for a Big Change",infrastructure_and_utility_damage
.@washingtonpost,infrastructure_and_utility_damage
 Fire : Texas man burns to death as floodwaters hit # Houston #,infrastructure_and_utility_damage
" Photos : California wildfires ravage mountains of forest, ravage California Wildfires News, Oct. 26, 2018",infrastructure_and_utility_damage
 RT @TMZ : Two families lost everything in # HurricaneMaria. One mother with a baby in tow.,infrastructure_and_utility_damage
 A powerful wind speed storm s airdropped water into the area after Irma caused catastrophic flooding. A photo from # TampaBay on # News9.,infrastructure_and_utility_damage
 Harvey Dam Damage : Residents Will Be Forced To Resettle Without Home Water,infrastructure_and_utility_damage
 Puerto Rico residents brace for Irma loss....,infrastructure_and_utility_damage
 Hurricane Irma - Irma : A map,infrastructure_and_utility_damage
 RT @news1220 : Three powerful storms hit our western U.S.,infrastructure_and_utility_damage
 Harvey caused huge disruption for Texans' water supplies. But... Trump will probably fix it!,infrastructure_and_utility_damage
 Houston neighborhoods rea [sic] the worst hit by Harvey.,infrastructure_and_utility_damage
 # Mexico s earthquake - hit cities : How the news story broke,infrastructure_and_utility_damage
 # MexicoEarthquake : 10 killed and hundreds injured in earthquake in # central # Andalucía,injured_or_dead_people
 Hurricane Maria victims face health risk for years to come,injured_or_dead_people
" @nytimes World, US : Two of the # ParisEarthquake victims died in their homes : @WSJ",injured_or_dead_people
" One of California wildfires now claimed the lives of 34 people, officials say",injured_or_dead_people
 RT @USATODAY : California Wildfires : Deaths among a million from California Fires ; Some have burns from the fire,injured_or_dead_people
 RT @Jezebel : Florida church burns to the ground as Irma hits..,injured_or_dead_people
" # Irma kills 9, damages over 130K",injured_or_dead_people
" RT @Reuters : Mexico quake victims buried in rubble, mourned",injured_or_dead_people
 Houston Fire and Rescue officials say more than 300 people have been killed in the massive fire in the city. # USA # Irma # fire,injured_or_dead_people
 RT @mashable : Hundreds dead as Mexico City quake kills more than 600,injured_or_dead_people
 RT @abc13philly : 10 wounded after storm sends hurricane winds to Southeast,injured_or_dead_people
.@CNN - RT @CNN : Puerto Rico is hit by powerful Hurricane Maria,injured_or_dead_people
 Hurricane Irma death toll in Florida rising. # NBC4,injured_or_dead_people
 A hurricane victim named Irma shows up on the morning news : News,injured_or_dead_people
 # Iraq - Earthquake : One dead in # Iraq after # landslides.,injured_or_dead_people
 # Iran - # Iraq earthquake - # Iraq News -,injured_or_dead_people
 # TurkeyCallsForAuschwitz. # news : AUSTRALIA : At least 80 killed in # earthquake in # Iran. # news,injured_or_dead_people
 Hurricane Maria kills at least 9 but leaves others homeless | National Weather Service,injured_or_dead_people
  Hurricane Maria : A week of horror,injured_or_dead_people
" Harvey Death Toll At Over 90, Many Don't Know Their Relatives",injured_or_dead_people
 RT @KSL : Latest : 10 people killed in wildfires in California # KSL,injured_or_dead_people
 Two U.S. citizens killed in Mexico earthquake,injured_or_dead_people
" RT @TBN : In Mexico City, a deadly earthquake and tremors : A s a woman is swept off her feet.",injured_or_dead_people
 Hurricane Irma : Dozens dead in Florida after a massive storm,injured_or_dead_people
 Irma : Death toll for Irma from Dominica climbs to 17,injured_or_dead_people
 How to Help Victims of Harvey,injured_or_dead_people
 Mexico Earthquake - Deaths rise to 6 # media # news # death,injured_or_dead_people
 US troops deployed to Northern Ireland following death of a Canadian woman in Mexico earthquake,injured_or_dead_people
" Hurricane Irma leaves 225 dead, says USGS # USA",injured_or_dead_people
" Hurricane Irma : Who Killed, How Many Are Left?",injured_or_dead_people
" RT @ABC7Houston : Hurricane Harvey : At least 22 killed, 5,000 displaced in Texas, Mexico",injured_or_dead_people
"  Mexico earthquake kills 100, kills thousands, ruins homes",injured_or_dead_people
 A US pilot who was on a trip to Florida today. The plane landed in Georgia,injured_or_dead_people
 Texas wildfires s death toll climbs to 55 - with more deaths expected,injured_or_dead_people
 727 Injured In Puerto Rico # Irma - Still In Recovery,injured_or_dead_people
 Hurricane Maria deaths rise as more than 6 killed in Puerto Rico,injured_or_dead_people
" Texas earthquake kills 20, injures hundreds ",injured_or_dead_people
 Death toll from wildfires in California reaches 500,injured_or_dead_people
" A little boy loses his mother and father in a landslide in Chichester, England",injured_or_dead_people
" Over 200 dead in Cyclone Mora, Dominica ; # RT @aamkrishna : # RT @abcnews : Cyclone Mora kills over 200 people",injured_or_dead_people
" RT @thechicagonews : At least 42 dead in # PuertoRico, @CBSChicago reports ",injured_or_dead_people
 9 NEWS : Earthquake kills over 100 in Mexico earthquake,injured_or_dead_people
 Some of those killed in Puerto Rico s # hurricane - hit,injured_or_dead_people
 # PuertoRico quake : Death toll raises to 70 from 15 a # Reuters,injured_or_dead_people
 Iran : 12 killed in earthquake,injured_or_dead_people
 RT @Foxnews : Thousands flee Mexico amid intense earthquake - wreaked destruction,injured_or_dead_people
 RT @FoxNews : 11 women killed in Sri Lanka after Cyclone Mora hit last night. # News # SriLanka,injured_or_dead_people
" RT @The_Donald : A total of 658 dead and up to 730 missing from earthquake and tsunami in Iran, Iraq",injured_or_dead_people
 @TheWorldcinema : @CBSNews @NBCNews The death toll from a California wildfires exceeds 500.,injured_or_dead_people
 # Israel : Thousands wounded in Iran - Iraq earthquake...,injured_or_dead_people
" Wildfires burning across Northern California are killing hundreds, destroying homes and farms",injured_or_dead_people
" RT @NBCNews : California wildfires blaze the country's worst smog to destroy, kill 100",injured_or_dead_people
" After Iran bomb s attack, death toll climbs to more than 150",injured_or_dead_people
" Deadly California wildfire leaves more than 500 people missing, 300 missing # USAToday",injured_or_dead_people
" RT @WUSA9 : Mexico : Death toll exceeds 400, with more than 900 missing ",injured_or_dead_people
 A # HurricaneHarvey toll surpasses 200,injured_or_dead_people
 1 Dead After Harvey Flooding Hits Texas,injured_or_dead_people
" Hurricane Maria - Damage Estimates Are Up in the Air, Officials Say",injured_or_dead_people
 Iraq : Iran - Iraq earthquake toll surpasses 300,injured_or_dead_people
 @daniel_nichols @fox9,injured_or_dead_people
" Hurricane Irma kills 7 in Florida, causing power outages # NBCMiami",injured_or_dead_people
" Northern California wildfires # wildfires kill 17 people, injure 145",injured_or_dead_people
" RT @BBCWorld : Death toll from # Mexico s earthquake rises to 3, as 1,846 remain missing.",injured_or_dead_people
 Texas wildfires kill two young and 59 in nursing home,injured_or_dead_people
 At least 34 killed as California wildfires rage,injured_or_dead_people
 @CBSDFW @CBSDFW. At least 11 people were killed and over 100 injured when a wildfire scorched through southern California this week.,injured_or_dead_people
" Deadly # hurricane Maria s devastation hit Puerto Rico s largest city, claims one doctor",injured_or_dead_people
 Hurricane Maria death toll rises to 180,injured_or_dead_people
" RT @WCPO7 News : Deadly tornado kills at least 2 - in Florida, destroys hundreds of homes",injured_or_dead_people
 # earthquake death toll stands at 185 : A toll from a # quake in # Iran # Iran -A.,injured_or_dead_people
" Hurricane Maria Deaths In Mexico, In Florida And In California ",injured_or_dead_people
 @maggiejones14 Hurricane Maria Survivors Donate Heartfelt Pledges,injured_or_dead_people
" Latest : Iran - Iraq - Iraq earthquake kills 100 people, destroys 300 homes",injured_or_dead_people
 How the Iran quake disaster affected my country ,injured_or_dead_people
  Puerto Rico - s Death Toll Over 60,injured_or_dead_people
" Irma destroys houses in Port St. Lucie, Florida.",injured_or_dead_people
" Earthquake hits Sri Lanka, Iran and Iraq in earthquake",injured_or_dead_people
 # HurricaneMaria Death toll now at 53,injured_or_dead_people
,injured_or_dead_people
" RT @AP : Irani s largest museum, Irani s oldest temple open to visitors in earthquake-affected areas",missing_or_found_people
 RT @AP : Harvey victims at center of new fire -,missing_or_found_people
" UPDATE - Firefighters return home from Puerto Rico rescue mission,",missing_or_found_people
 RT @CBS6Miami : We are still missing nearly 10 kids in # HurricaneMaria,missing_or_found_people
 A woman who went missing after Irma died Sunday after a California wildfire,missing_or_found_people
 RT @the_cenk: RT @wsws : Hurricane Maria in Cuba...,missing_or_found_people
 Wildfires on Highway 17 could trigger earthquake of magnitude 7.2 ( @cbc11news # Cumbria,missing_or_found_people
 # HoustonAthletics : Two people confirmed dead after a tornado swept through # Harvey,missing_or_found_people
 New Mexico man found alive after Hurricane Harvey,missing_or_found_people
 @TODAYshow Our focus will now be on the recovery of all those in the California wildfires,missing_or_found_people
 # IranAgency announces death toll from earthquake rises to 11....,missing_or_found_people
 RT @PW_DNC : Hurricane Maria : A survivor is rescued from home in Puerto Rico.,missing_or_found_people
 RT @Fox6Now : Family of missing children reports they found alive in Mexico road on fire.,missing_or_found_people
 Missing family members of the 9 victims of the Harvey # Irma,missing_or_found_people
 RT @CBS2Houston : Houston woman missing after Harvey s devastating floodwaters,missing_or_found_people
" RT @thehill : Wildfires scorch California and California wine country, leaving more than 300,000 people homeless",missing_or_found_people
 @AJNews # HurricaneHarvey : A s residents return to their homes for more recovery,missing_or_found_people
 # Irma # survivors : Injured people find themselves in the street for weeks in search for their loved ones # @AJC5,missing_or_found_people
 Missing California trucker missing in California lake after earthquake,missing_or_found_people
 RT @USPHS : A mother searches for her son. Search is underway in the California floodwaters for his daughter.,missing_or_found_people
 California wildfires : Victims buried in a California wine country,missing_or_found_people
 Missing Texas farm fire victims,missing_or_found_people
 RT @ABCNEWS : Iran earthquake : Families wait to receive food and supplies from # earthquake victims,missing_or_found_people
 @USC # NCSU News # News,missing_or_found_people
 USC football brings the NCAA Championship to Mexico City,missing_or_found_people
 RT @NBCLosAngeles : Woman who survived tornado in Mexico City gets $ 17 million in compensation,missing_or_found_people
 # California wildfires ,missing_or_found_people
 RT @PICTUREZ : Hurricane Irma victims found - in their own home,missing_or_found_people
 # Harvey # Irma damage at the # Boca Raton # PuertoRico home of my sister @BiscadiasS. @marvincarrera -,missing_or_found_people
 California earthquake : A dozen people stranded in floodwaters,missing_or_found_people
 Mexico earthquake survivor suffers from post-traumatic stress disorder,missing_or_found_people
" The # Iran s military is preparing for earthquake, tsunami.",missing_or_found_people
 Iran - Iraq earthquake : Relatives of Iraq earthquake victims reunited,missing_or_found_people
 RT @KPRC2 : RT @KPRC2 : Hurricane Maria survivor searches for neighbors,missing_or_found_people
 Iran earthquake : Victims of Harvey left homeless,missing_or_found_people
 RT @thehill : Missing or found : How Trump & Clinton are fighting to rebuild Puerto Rico,missing_or_found_people
 Aftermath of # IranAir disaster : Flooded streets and water damage,missing_or_found_people
 RT @NBCMiami : We hit Mexico s northern border for the second time this week. So far our dogs have a little trouble but still hope to find my baby son ,missing_or_found_people
 RT @TMJ13News : Search continues for 10 missing people in Harvey floodwaters,missing_or_found_people
 # RT @CNN : Local family caught up in wildfires has lost everything,missing_or_found_people
 Texas Tornado Helps Rescue People Suffering From Hurricane Harvey,missing_or_found_people
 The Florida Keys Flooding Leaves At Least 130 Dead : WXIA,missing_or_found_people
 RT @FatalAngel : A father searches for his son after a fire destroys his home in northern Mexico City,missing_or_found_people
 # US # Mexico : Fire kills over 40 in Mexico City after # earthquake. # amerikkka,missing_or_found_people
" In just a couple of hours after Hurricane Maria hit Puerto Rico, thousands of people have been displaced.",missing_or_found_people
 Photos : Hurricane Harvey Survivors Come Home... Here,missing_or_found_people
 RT @KCBS9 : More than 60 missing children rescued after # Harvey # Irma,missing_or_found_people
" RT @jessica_giles : Harvey kills.000 s water supply in Alabama, Puerto Rico...",missing_or_found_people
 Texas officials looking for missing woman after magnitude 7.1 earthquake,missing_or_found_people
" RT @Newscast : Searching for Puerto Ricos missing in the Caribbean, a search crew is out of options...",missing_or_found_people
 Fire victims hit by wildfires in California have found new ways to survive.,missing_or_found_people
 RT @the_tribune : # HurricaneMaria : Victims rescued from collapsed buildings by # Irma are receiving help,missing_or_found_people
 The Latest : - U.S. Navy searches for missing schoolgirls -,missing_or_found_people
 Hundreds of thousands stranded in a flood ravaged Mexico - face of death,missing_or_found_people
 Missing & Found : An Oregon man whose sister was found missing in California winds up back in the dark,missing_or_found_people
" RT @News24 : RT @news24 : A mother searches for her child, lost in Florida forest fire",missing_or_found_people
 RT @austincrisco : The mother of an 8 yr old boy found dead in Santa Rosa s backyard,missing_or_found_people
 Floodwaters in west Houston - the pictures are heartbreaking,missing_or_found_people
 My husband & father vanished. Is he still alive?,missing_or_found_people
 Local officials s tornado evacuation efforts still underway...,missing_or_found_people
 RT @Bert_Buchma : Puerto Rico - Latest - Hurricane Maria : Latest search s underway for residents ,missing_or_found_people
 NBC 7 Dallas - DFW search for missing father of four continues | # News # NBC 7,missing_or_found_people
 Flooded area is now flooded with water. # MiamiAJAX,missing_or_found_people
 RT @WXIA : Residents of # Northern Georgia are recovering after Hurricane Irma -,missing_or_found_people
 A woman who found a father trapped in the rubble of a burning building is hoping to help out her family,missing_or_found_people
 USCFB chief: Florida student found alive after # Irma rescue from # sea,missing_or_found_people
 Missing teen reunited with family in Georgia,missing_or_found_people
 Hurricane Maria kills hundreds of people.... It is being felt in every country.,missing_or_found_people
" RT @CNN : Hurricane Irma, Irma cleanup : Why people don't want help",missing_or_found_people
" Family and friends mourn members of Harvey victims, at the Houston family center in the neighborhood where Harvey hit.",missing_or_found_people
 RT @KCTV : Texas school in floodwaters sends out letter to students in flood zone,missing_or_found_people
 RT @CBS2NY :.@thehill,missing_or_found_people
 Fire destroys two homes in West Houston as flooding from Harvey nears!,missing_or_found_people
" A mom lost her child, and two weeks later she found her daughter alive in a nursing home",missing_or_found_people
 Two # Mexico City women rescued from debris after the magnitude 9.1 earthquake,missing_or_found_people
.@NHSRNC reports on a little girl who is trapped after her home collapsed in California. # CaliforniaStrong # CaliforniaStrong,missing_or_found_people
 RT @AFL_ClubFinance : @AFLCatsWon't lose today to start 2017,missing_or_found_people
 # RT @EagleTribune : California wildfire victims face deportation from Mexico,missing_or_found_people
 A young firefighter returns from California to find his family trapped in the deadly wildfires. # ABC,missing_or_found_people
 RT @M_Manzino : The state of our country now after the terrible earthquake in # Mexico,missing_or_found_people
" In California Wildfires, a Woman Survives For a Day",missing_or_found_people
 RT @CNN : A woman was rescued from Mexico following a magnitude 6.3 earthquake,missing_or_found_people
 A young couple searches for their missing dog. # ntlwx,missing_or_found_people
" # HurricaneMaria # death toll from Maria climbs to 7. 1, counting victims still missing",missing_or_found_people
 RT @thehill : One man survived after fire breaks out in home in California wildfire,missing_or_found_people
".@HillsboroughCounty @CBSDFW news, more than 200 lost in deadly flood # thefire",missing_or_found_people
 Two dead in Harvey after wildfires hit their homes,missing_or_found_people
 A fire burns as homes collapse in California wildfires,missing_or_found_people
 @fox7bayarea # FOX7FOX9,missing_or_found_people
 # USA s @USAContinue - # Search & Rescue s Response - # Irma,missing_or_found_people
 Police: 5 dead in California wildfire that was blamed on Harvey,missing_or_found_people
 Woman Found Dead on a Mission Trail Near Colorado Springs,missing_or_found_people
 # US : Residents flee as Puerto Rico faces deadly flooding,missing_or_found_people
" Hurricane Irma has left a trail of devastation across Puerto Rico, with thousands still without power",missing_or_found_people
 # MexicoEarthquake ; A man who rescued from collapsed # bridge collapsed and died in # HurricaneMaria,missing_or_found_people
" # PuertoRico News : One boy left behind after Irma leaves behind a son named ""Alexa""",missing_or_found_people
" RT @CBC : Hurricane Irma, the California wildfires and a deadly wildfire that swept through Northern California are the top three stories of 2017",missing_or_found_people
 @TWCNews @cbs2c # HurricaneHarvey recovery and recovery # recovery,missing_or_found_people
 @CNN,missing_or_found_people
" California wildfires : Death toll climbs to 5, 60 missing",missing_or_found_people
 RT @Fox13NY : # Harvey victims reunited with family members following deadly storm,missing_or_found_people
" RT @abc7theory : California California wildfires continue to rage, threatening hundreds of thousands of acres of habitat.",missing_or_found_people
 Families seek shelter after s search for relatives of missing - - Mexico earthquake victims,missing_or_found_people
 RT @wvumnews : My little daughter in # Irma rescued from Caribbean and her husband in Mexico via @WVUM2,missing_or_found_people
 We Got Two Faced With That Earthquake,missing_or_found_people
 We are still looking for the missing girl. # SriLanka # SriLanka_News,missing_or_found_people
 # NEWS,missing_or_found_people
 RT @PuertoRicoRC : Hurricane Maria victims don't speak English at all,missing_or_found_people
 RT @HuffPostUK : RT @bbc : Family search for people stranded by Irma causes chaos at local church,missing_or_found_people
 # California wildfires : Many homes lost but survivors rescued,missing_or_found_people
 RT @fox4now : Two Texas teachers left in critical condition after Hurricane Harvey earthquake,missing_or_found_people
 # Harvey,missing_or_found_people
 California wildfires : Thousands without homes yet lost due to smog,missing_or_found_people
 Thousands In Haiti Recover From Deadly Earthquake,missing_or_found_people
" @KarenFitzerman @TPRNewsTX RT @News10News TX : A woman in Houston with a dog is in the middle of a long search for her little girl,.",missing_or_found_people
 Hurricane Irma survivor leaves Caribbean island safe,missing_or_found_people
.@washingtonpost,missing_or_found_people
 Hurricane Irma : Residents of Caribbean island s capital wake up to heavy rain,missing_or_found_people
 RT @Newsweek : Florida man's rescue plan : What to do with a missing puppy?,missing_or_found_people
 RT @Reuters : Iran : Thousands of Cypriot citizens killed as earthquake hits country,missing_or_found_people
 RT @ABCNEWS : Puerto Rico needs @misterfurniture to help locate lost or found pets # nbc5,missing_or_found_people
  Florida Woman Held For Missing Hundreds After Hurricane Irma,missing_or_found_people
 California wildfires a warning for wildfires - - s,missing_or_found_people
 Two dogs found alive after Harvey - Mexico # MexicoEarthquake,missing_or_found_people
 RT @BobbyPolcie : The mother of a dead man on a plane who escaped the # Harvey devastation tells us she will continue her struggle,missing_or_found_people
" Florida man finds son, six sisters, 6 cats in sinkhole near hotel",missing_or_found_people
 # Irma : The missing have already been found. # @FEMA,missing_or_found_people
 RT @FiresideChat : A friend of 1st responders in Puerto Rico tells of his family and friends searching for a dead body.,missing_or_found_people
 Family of Hurricane Irma victim s family raises money to help recovery efforts,missing_or_found_people
" RT @CNN : Local farmer in Mexico City, lost family in Mexico earthquake",missing_or_found_people
" In Puerto Rico, Irma could leave 6,000 dead ; 6th most deadly natural disaster in U.S. history",missing_or_found_people
" RT @SJEarthquake : Two days after # MexicoEarthquake, our office still looking for people of impact in # São Jorge.",missing_or_found_people
 # news # news # local,missing_or_found_people
 # PuertoRico earthquake : Missing woman finds her neighbors in the rubble of the house she just rebuilt,missing_or_found_people
 People Searching For Missing Texas Teenager As He Lives With His Family,missing_or_found_people
 RT @SJNews : 2 kids buried alive in flooded homes in Mexico #,missing_or_found_people
 RT @mj_mora : I still have no word on the death of a man found in floodwaters after Irma,missing_or_found_people
  California wildfires have already been deadly for people ,missing_or_found_people
" In Iran, Survivors of Earthquake Evacuate Home",missing_or_found_people
 Harvey survivors and their family members rea - nt allowed to return home after Harvey and devastation ,missing_or_found_people
" RT @NBC10NewYork : People reported in California, Florida, Texas, Florida, Florida Keys,...",missing_or_found_people
 Photos from the search for survivors after California wildfires,missing_or_found_people
 My Grandma Was Scared of Death in MexicoaTMs Earthquake,missing_or_found_people
