tweet_text,label_text
 Florida Keys - Hurricane Irma : # RedCross volunteers are helping victims with fuel and food,affected_individuals
" One neighbor, who lives next door to the water - # Irma - stricken community in Florida",affected_individuals
" Wildfires Destroy Mexico City Apartments in a Week, Leaving 200 Injured and 300 Dead # BreakingNews",affected_individuals
 RT @Evan_Leavy : Hurricane Maria still wrecks homes and communities in Puerto Rico,affected_individuals
  Puerto Rico faces worst wildfires in 60 years - and it has lost power -,affected_individuals
 Harvey evacuees still fighting to escape,affected_individuals
 Family reunification and immigration is so much more than a humanitarian issue.,affected_individuals
".@washingtonpost photos showing Harvey victims who were left homeless - in tents, in cots",affected_individuals
 RT @Yahoo : Puerto Rico families struggling to navigate hurricane damage,affected_individuals
 Hurricane Maria Survivors Have Little Hope After All,affected_individuals
" RT @the_insider : Trump says Puerto Rico will recover, so what if Mexico and Canada are still struggling?",affected_individuals
 RT @kabc : Wildfires destroy 80% of a California wine country,affected_individuals
 Houstonians get through Harvey and Irma without power,affected_individuals
" My Grandfather Died of cancer,",affected_individuals
 RT @CindyBertolle : In a nutshell : # Harvey # Irma hit the Caribbean islands like a full-scale hurricane...,affected_individuals
 The tornado death toll climbs to 6 at # UniversityHealthA - wtvr,affected_individuals
 RT @abc7philly : Harvey victims still in limbo as they wait for # federal disaster relief,affected_individuals
 How Hurricane Harvey made a difference for students in the Southeast,affected_individuals
 RT @abc13houston : A woman caught in floodwaters from # Harvey has to walk miles for water in Houston #,affected_individuals
 We survived Harvey - Now we are on the ground in Puerto Rico,affected_individuals
" # earthquake # death toll hits 10,000 today. # lanka # sibiran",affected_individuals
 California victims of earthquake hit by wildfires can reach out via mail | California fire,affected_individuals
" Hurricane Irma, Mexico floods, power grid devastation s on the horizon",affected_individuals
 Family of victims of California wildfires says they are in the hospital # abc13,affected_individuals
" Puerto Rico : A day to get clean, organize and help people # Irma",affected_individuals
 A woman who got caught in a house fire in Northern California has died of smoke inhalation. # fire # wildfires,affected_individuals
" Hurricane Irma leaves two men dead, the victims of Hurricane Irma, the worst in Florida's history",affected_individuals
 # PuertoRico : The earthquake in # # PuertoRico leaves hundreds homeless,affected_individuals
" RT @jill_hagel : Iran, Iraq prepare for earthquake with help from military",affected_individuals
 @BerkleyTigers_AJ1 @TigersNewsRadio @BigTigerAJ7 we already did. My family will be in town for the first game in # FloridaAJ7AJ1,affected_individuals
 RT @CBS7_FOX6 : Residents of Harvey-ravaged Florida can no longer move to California,affected_individuals
 California firefighters fight to contain Wildfires in Northern California,affected_individuals
 Harvey survivors still struggling to find jobs,affected_individuals
 RT @TheBlaze : A Hurricane Irma survivor is on Twitter sharing the story of what it feels like to re-cover from a hurricane,affected_individuals
.@realDonaldTrump : Our family and communities continue to face our own difficult days as Hurricane Irma causes devastation throughout our state.,affected_individuals
 The flood victims # Irma | Harvey hit # Florida,affected_individuals
 RT @CNN : Iran-Iraqi earthquake hit a school ; death toll as high as 500,affected_individuals
 Family members say a wildfire destroyed their home in Northern California,affected_individuals
 RT @MADSLIFE : RT @MADSLIFE : A community of displaced and stricken victims of California wildfires sends donations to victims in Puerto Rico,affected_individuals
" California wildfires have displaced more than 100,000 residents",affected_individuals
 Photos : Survivors of earthquake..,affected_individuals
 RT @NewsHour : Earthquake death toll in # Iraq near # Jurf al-Sakhar (Auwais ) reaches 300,affected_individuals
" California wildfires : The fire victims are back, alive and safe",affected_individuals
 RT @Kelsey_Gertz : Hurricane Maria devastation : @fema officials reach out to first responders.,affected_individuals
 Family still holding home after Irma threatens the Texas capital -,affected_individuals
 # Irma victims # Florida # Irma # Floridians,affected_individuals
 RT @SciFi_Newswire : How # Harvey hit Harvey... in a sledgehammer,affected_individuals
 RT @JazzFacts : # HurricaneHarvey affected homeowners. Not having power. Will return after the hurricane.,affected_individuals
" RT @WPLGLocal : In the aftermath of Harvey and Irma, there is no shortage of resources for those displaced by this",affected_individuals
" In a moment of great tragedy, a small team steps in to help # hurricaneMaria victims.",affected_individuals
 # HurricaneHarvey # Death # Losses # Losses,affected_individuals
" RT @theantimedia : Maria Manguinou s aid team gets its first aid in Cuba, but will it reach them?",affected_individuals
 USA has made a donation to Harvey victims ,affected_individuals
 RT @AFLNews : Two children rescued from floodwaters at the top of an old house in # Melbourne,affected_individuals
 Hurricane Irma : Many people left in the dark by the storm,affected_individuals
" @austinworrell, I am grateful to @AISATexas for collecting this important piece of the # Harvey Flood Relief Fund",affected_individuals
 Hurricane Irma victims continue to face difficult challenges as floodwaters rise...,affected_individuals
 RT @femalefirst : Hurricane Maria victims in Northern Puerto Rico go home to their families,affected_individuals
  LIVE news : US Virgin Islands evacuees await shelter in Mexico City,affected_individuals
 I am in the path of a wildfire ravaging my backyard. I just want to move away from it.,affected_individuals
 Houstonians searching for their own homes amid wildfire and evacuations,affected_individuals
 Hurricane Irma : What Americans Need to Know,affected_individuals
 Northern California fire destroyed the family,affected_individuals
 Mexico earthquake sends debris crashing into Mexico City,affected_individuals
 California Wildfires Burn the Homes of Many,affected_individuals
" # Harvey, this may be the most powerful storm to hit # Texas since 2008",affected_individuals
 Family in Harvey ravaged town re - builds a tent as storm forces them to flee,affected_individuals
" Wildfires devastate California s vineyards, destroying billions of dollars worth of crops",affected_individuals
 Residents are desperate for aid from Irma - ravaged Caribbean island,affected_individuals
 Family evacuates from California fire ,affected_individuals
 Homeowners say they have no protection from Harvey damage,affected_individuals
 RT @AFL_AFL : The first to respond : # AFLFootballers,affected_individuals
 RT @WVTV : Hurricane Irma caused havoc for Puerto Ricos,affected_individuals
 RT @POTUS : We have reached our refugee goal. Thank you for supporting us.,affected_individuals
 California wildfires : California school loses teacher ; students hit by ash # News9,affected_individuals
 # PuertoRico earthquake victims are still out of it! Now back to work!,affected_individuals
 Home owners of Harvey victims still struggling with floods,affected_individuals
 Harvey victims still have to wait for help,affected_individuals
 My neighbor caught a man who was trapped after a fire in his yard.,affected_individuals
 Hurricane Harvey : Woman caught up in chaos by hurricane Irma,affected_individuals
 Family displaced by Hurricane Maria in Puerto Rico # TheWeekend # Tech # TechHustle,affected_individuals
 RT @WOWY News : Wildfires destroy homes in California wildfire district,affected_individuals
 RT @ABC13Houston : Harvey victims have survived... but... a family still needs help,affected_individuals
" RT @NBCMiami : Hurricane Irma survivor in pain, no food and water at church in Florida",affected_individuals
 RT @Reuters : More than 60 % of people affected by Harvey are children,affected_individuals
 @KCRGNews. All a @KCRG @News12WSB crews were dispatched to # HurricaneHarvey. Now you can still get news from my live feed.,affected_individuals
 Irma devastation : Hurricane Irma threatens to devastate thousands of farms in Florida,affected_individuals
 Hurricane Irma devastation and loss wreaks havoc on coastal villages,affected_individuals
 I was in the middle of a hurricane Irma / Harvey evacuation plan in my condo at my new home. To my surprise... there was nothing. I was able to find temporary shelter.,affected_individuals
 Two of the family members stuck on Maria island have no access to the air conditioning of their home # news,affected_individuals
 Woman finds lost puppy in sinkhole in Houston Houston # animals # news # health # naturalnews,affected_individuals
 US - California wildfire victims find a new home in shelter,affected_individuals
" Hurricane Maria leaves Dominica with no electricity, water, and cell service",affected_individuals
 Hurricane Harvey leaves Texas without power as a new era begins,affected_individuals
 Wildfires burn beyond California | # CaliforniaWildfires,affected_individuals
 RT @AP : California wildfire survivor finds an unlikely home,affected_individuals
 RT @cnn : Puerto Rico leaves more than 40 people without power as hurricane s winds destroy neighborhoods,affected_individuals
 Hurricane Irma : New Florida seniors unable to leave home due to death of friend,affected_individuals
 Mexico - Earthquake : Death toll rises to 52,affected_individuals
 We are all in shock at the devastating earthquake that struck Mexico City!,affected_individuals
 RT @NBCDFW : Hurricane Irma - Impact On Schools - |...,affected_individuals
 We were on our way to # MardiGras to attend # HurricaneMaria # Harvey,affected_individuals
 My family has a house burning down in an accident that happened on 9/11.,affected_individuals
" Wildfires in Northern California, MexicoA",affected_individuals
 Hurricane Maria survivor suffers from devastating damage - # DailyMail,affected_individuals
 Hurricane Irma : Family trapped in the rubble of their home after devastating South Florida wildfires,affected_individuals
" Hurricane Irma death toll reaches 1,200",affected_individuals
" RT @CBSNews : California wildfires, the aftermath # earthquake",affected_individuals
 California fire officials say many victims still in harm's way as a floodwaters rise from the epic Santa Rosa earthquake,affected_individuals
 RT @fox40 : Irma debris : Where to find supplies to survivors and their family,affected_individuals
 How to Help Victims of Hurricane Irma,affected_individuals
 RT @JorgeEchavarria_A : I hope # Irma doesn't get as big as it did...,affected_individuals
 RT @WYTM : Irma caused by a tropical storm on a slow path,affected_individuals
 # Houston s hurricane response : Harvey victims with # private schools reopening in # Austin,affected_individuals
" @realDonaldTrump I love everything about him, I can tell he had a ton of support., a # celebrity # celebrity # man",affected_individuals
 California wildfires are worse than last week -,affected_individuals
 RT @ABC7Now : Hundreds of Puerto Rico residents face long wait in line to help flood victims,affected_individuals
" A man named ""Sandy"" survived Hurricane Maria, but still faces foreclosure",affected_individuals
 RT @NewsNow : Hurricane Irma left the worst hit neighborhoods without power for days -,affected_individuals
 Irma victims could soon be stranded in their homes after the storm hits Florida,affected_individuals
" California wildfire survivor, 6, killed in her home for California Wildfires,",affected_individuals
 Family members struggle to recover from Texas wildfires,affected_individuals
" RT @ABC7Houston : Hurricane Harvey residents forced to relocate in the next day, days",affected_individuals
 RT @kansascity : Hurricane Maria : US Navy says hundreds of evacuees in Mexico s borderlands,affected_individuals
 RT @CNN : Harvey victims struggling to get through shelters after the hurricane,affected_individuals
 # HurricaneMaria Victims : # PuertoRicoAthletes are being paid a VERY modest $ 400 per day!,affected_individuals
 The story of two families caught up in the Harvey disaster # natlnews,affected_individuals
 We want to keep you safe # Irma # Irma s # HurricaneMaria,affected_individuals
" As of this afternoon, # HurricaneHarvey victims are still waiting for assistance from our # relief agencies.",affected_individuals
 Hurricane Irma Victims in Florida,affected_individuals
 @POTUS @POTUS @POTUS : The victims of # HurricaneMaria in Puerto Rico are so grateful for your assistance and concern,affected_individuals
 I had to leave my house at 3am today with a pack full of cats to go out to a friend's s yard.,affected_individuals
 @fema # firechase @calls1n @call_moviemaker @SNC_Mobile @FEMA : Irma # firefighting # response,affected_individuals
 RT @abc13houston : Harvey survivors fear for lives as California wildfires continue to burn,affected_individuals
 RT @TamiBryant : I know my dog was in fear yesterday morning after Hurricane Maria destroyed his home in Puerto Rico. He has found a new home! # shelter # rescue,affected_individuals
" RT @womenshealthday :  People in Puerto Rico, affected by Hurricane Maria, worry about their homes and work",affected_individuals
 Hurricane Irma victim struggles with loss of home and other,affected_individuals
  Families : Harvey victims are struggling with the cost of Harvey and Irma recovery,affected_individuals
" Irma victims face flood risk, road closures in Florida",affected_individuals
 Family members struggle to come to grips with sudden loss of a child at Harvey.,affected_individuals
" The Story of my daughter as Hurricane Maria struck and left her penniless, her home - damaged, and her friends devastated",affected_individuals
 # Harvey evacuees wait for news on health care,affected_individuals
,affected_individuals
 My parents lost everything when Irma hit. But now they need to support family! @CBSNews # bctv,affected_individuals
 Hurricane Maria devastated my family and my life.,affected_individuals
 Iran - Iraq border : Wildfires decimated people and left thousands homeless,affected_individuals
 RT @huffingtonpost : People continue to seek shelter in # thefortuneofforthefate # Harvey,affected_individuals
 Northern California wildfire victim finds out how to recover,affected_individuals
" # HurricaneHarvey : Our friends are in danger, they live in shelters",affected_individuals
" # Irma,",affected_individuals
 RT @Henderson : Family loses daughter in Irma : Her school closed for over a week,affected_individuals
 # Irma victims seek shelter in hotel rooms at the Hotel Boulud. # mv,affected_individuals
 Mexico earthquake survivors return to a town after Mexico City earthquake,affected_individuals
 We sent our pets to school today and did not receive any help!,affected_individuals
 Hundreds of thousands stranded as # HurricaneMaria s destructive winds hit Puerto Rico,affected_individuals
 Harvey - Victims Need Help - Now,affected_individuals
 RT @thedailybeast : Mexico earthquake : Families and friends in the rubble wait for news,affected_individuals
 Harvey victims in Southeast Texas seek help,affected_individuals
 My brother # Harvey @cocanilma is @Cocana_News in @Irma and,affected_individuals
 RT @HoustonChronicle : Hurricane Harvey victims are still waiting for food,affected_individuals
" California wildfire victims face loss of insurance, says insurance broker",affected_individuals
 Houston teen shoots himself while holding hands with family at evacuation center,affected_individuals
 California blaze victims are not ready to return home,affected_individuals
 @USPS # HurricaneMaria hit Puerto Rico and it continues to rip as of now. # RT,affected_individuals
 My kids are in their backyard while my co-worker has two houses down. His house went under a bridge.,affected_individuals
" # Harvey, a # tornado and # cyclone has impacted much of @Houston @USATODAY @USATODAY",affected_individuals
 @NBCNews News California wildfire survivors have already returned to their home in Northern California,affected_individuals
 Iran says it will continue helping with earthquake relief efforts,affected_individuals
 California wildfires have left the air clean as they fly over Northern California,affected_individuals
 The First State Medical Center Is Now In Recovery From Hurricane Maria,affected_individuals
 Hurricane Irma victims still need help. We've got your news feed,affected_individuals
 Hurricane Irma victims could be left behind if not for # private schools,affected_individuals
" After Hurricane Irma, Florida residents call in urgent calls to...",affected_individuals
 Local business opens to earthquake victims,affected_individuals
" RT @CypressBayArea : The California Coast Guard s s storm surge response efforts, recovery efforts and infrastructure response efforts are underway. # houston # HurricaneHarvey",affected_individuals
" First images from Mexico City earthquake and earthquake relief, reported on ",affected_individuals
 RT @wcpo : Harvey Survivors See Death From Harvey Floods ; Family Reunited,affected_individuals
" Hurricane Irma evacuees, pets stranded in Miami",affected_individuals
 Hurricane Irma Harvey Floods Are More Efficient Than Some Of The Others,affected_individuals
 I don't believe in # HurricaneMaria!. My kids need a home. # Irma,affected_individuals
 Hundreds of Puerto Ricans forced to leave by Hurricane Maria,affected_individuals
 Puerto Rico,affected_individuals
" In earthquake devastated Iran, home to 250 million people, relief effort underway",affected_individuals
 A few of the victims who lost everything in Puerto Rico. I pray. # @davidmagder,affected_individuals
 RT @NewzHealth : RT @HuffPost : How to make sure you get clean water and food to the people affected by Harvey,affected_individuals
" California wildfires, water supplies impacted by # Harvey. # CaliforniaInsurance",affected_individuals
 # HurricaneHarvey victims in the Keys have been # sent into mental hospitals.,affected_individuals
 Hurricane Irma victims face no help - and some don't know where to turn,affected_individuals
" RT @AFL_NRL : Three killed, one missing in South Coast s earthquake",affected_individuals
" RT @YahooHealth : Earthquake death toll reaches 1,100. Most of the victims remain in villages.",affected_individuals
 @Bogus_Scoops @thehill # news,affected_individuals
 RT @TheSun : A mother and baby home for animals affected by Hurricane Irma are closing their doors in Miami,affected_individuals
 @nswpolice: Wildfires in our northern city of Lakeland destroying life & livelihood,affected_individuals
 Family members of the missing students are struggling to survive as they return home after school,affected_individuals
" Famed Mexican farmer dies in Mexico after hurricane, floods",affected_individuals
 RT @huffingtonpost :.@realDonaldTrump signs an executive order to reduce U.S. federal funding to the Environmental Protection Agency,affected_individuals
" RT @kaitlyn_kane : @USACE_AURora, thank you @USACEURora for your work saving the lives of Hurricane Maria victims.",affected_individuals
 RT @thelocal : # Irma victims of the death toll rising... # Naples,affected_individuals
 One # HurricaneMaria survivor to follow another # MexicoCity.,affected_individuals
 Residents in the aftermath of the wildfires,affected_individuals
" # HurricaneHarvey : A Puerto Rican mom in Texas is fighting for her family, saying her own family has died without her ",affected_individuals
 RT @CBS7TX : Houston child killed in Harvey is 9 years old ; 5 killed in deadly thunderstorm,affected_individuals
" Puerto Rico is losing everything - and the roads are so hard they're impossible to travel, according to our @Reuters",affected_individuals
 Two - Year-Old Children Suffer Worst Of Hurricane Irma ; # Newswire,affected_individuals
 RT @fox4now : USDA is in process of finding residents affected by Harvey.,affected_individuals
" RT @Kelvin_Gill : Thousands aid Harvey victims, with help from Florida state tourism agency",affected_individuals
 The Trump administration has named some of the federal agencies it is trying to gut to restore its energy infrastructure,affected_individuals
 A couple who survived Hurricane Maria could have it all again with help from Puerto Rico # RT # RTCNN,affected_individuals
 RT @washingtonpost : Harvey victims still in crisis after...,affected_individuals
 Irma evacuees in Florida # News 5,affected_individuals
 The devastation caused by Harvey. All in :...,affected_individuals
 RT @NBCDFW : Texas Harvey victims are still suffering on the road. @WDFW,affected_individuals
 Irma s winds continue to impact my pets,affected_individuals
 # HurricaneMaria Victims Face Tough Challenges,affected_individuals
 Harvey evacuees leaving behind loved ones,affected_individuals
" # Harvey victims # Irma, # IrmaA",affected_individuals
 Hurricane Irma : Family members and pets get ripped apart by destructive winds and flooded roads,affected_individuals
 RT @BBC : RT @WOMENSENews : Children in Houston affected by Harvey,affected_individuals
 # HurricaneMaria # irma s,affected_individuals
" Irma survivor returns to life in Florida nursing home, surrounded by cats",affected_individuals
 RT @fema_cbs : Irma devastated @the_navy_futures - # Navy Futures loses a major # star.,affected_individuals
" Mexico earthquake victims don't need insurance, US officials say",affected_individuals
 RT @WGNTV : Florida woman loses everything to Irma in the middle of her home,affected_individuals
" RT @thehill : California wildfires leave 10,000 people homeless, destroy crops, threaten the next school year",affected_individuals
" Hurricane Maria destroys their car, family members -",affected_individuals
 RT @AFLPRnews : # AFLHRL,affected_individuals
 # Harvey : Harvey evacuees begin working again in...,affected_individuals
" RT @HoustonChronicle : Harvey victims need to take steps to help, not just get supplies",affected_individuals
 RT @WPLGLocal : Harvey evacuees wait to return home,affected_individuals
 Woman dies of toxic food,affected_individuals
" How a US military base was ravaged by Hurricane Irma,",affected_individuals
 RT @huffingtonpost : Puerto Rico has one of the worst post-Maria hurricane recovery,affected_individuals
 RT @AP : Survivors rescued after earthquake ravages Sri Lanka,affected_individuals
 California wildfire victims still recovering,affected_individuals
 Mexico earthquake : @TPM : Children are now in need of care in the US earthquake affected areas,affected_individuals
 Irma victims have been left without power,affected_individuals
 RT @WYFF : Three families impacted by Irma find shelter in hotel # WYFF,affected_individuals
" After a couple of hard days of # Irma, # Houston and # Florida see the worst effects of the storm ",affected_individuals
 Harvey victims are coming to Florida! I hope the # kansas # houstonnews,affected_individuals
 California wildfire kills at least 17 people - details from my home on @AuroraABC10.,affected_individuals
 Harvey victims left without their homes for months | ABC News,affected_individuals
 Hurricane Irma evacuees wait outside for news,affected_individuals
 Harvey survivors wake up in California # rjsha,affected_individuals
" Injured Californian s family faces wildfire devastation, the USGS says",affected_individuals
 RT @Newsweek : Hurricane Maria death toll climbs to 9,affected_individuals
" In wake of Irma, Puerto Ricos face a hard choice: Help or lose power",affected_individuals
 Hundreds face tornado aftermath in a New Mexico home due to a powerful wind,affected_individuals
 Hurricane Maria Survivors Face Devastation,affected_individuals
 # Irma victims in # the @GPL -.,affected_individuals
 California wildfires ,affected_individuals
 California teen escapes deadly wildfire in California,affected_individuals
 @PJ_News @CNN @foxnews Our own @PJNews @NewsHourA # POTUS today announced that Puerto Rico has reorganized and rebuilt,affected_individuals
 Hurricane Irma victims affected by the powerful Category 5 storm say it took a lot of effort,affected_individuals
 RT @wsbtv : Texas couple caught in Irma rubble,affected_individuals
 One teen killed after California wildfire burns a California town down to rubble,affected_individuals
 @AIMSUS_PENINSULA # HurricaneMaria Update ,affected_individuals
 Irma victims waiting for shelter in Dharamshala as their houses fall and fall.,affected_individuals
 People flee Iran to escape earthquake - worsening fears,affected_individuals
 Hurricane Irma survivors in Naples are desperate for clean water,affected_individuals
 RT @cnn : Harvey victims face major health risks as they return home,affected_individuals
 RT @HuffPost :  Hurricane Maria survivor tells of harrowing journey to safety,affected_individuals
 # Irma hit # Dominica today - most homes have little in place.,affected_individuals
" RT @CNN : Flooded homes, buildings evacuated amid # CaliforniaAvalanche devastation",affected_individuals
" RT @wsbtv : In California, the fire risk is rising as # Irma destroys homes and cars",affected_individuals
 RT @NewsDaily : California woman recovering from severe wildfires says only one way to help,affected_individuals
 Injured Woman in South California Fires She Rescued From Her House With A Dog,affected_individuals
 RT @USNews : Puerto Rico official says 1 in 5 US citizens without power...,affected_individuals
" Irma in Pinellas Parish took down nearly two dozen houses but is expected to be ""a wakeup call for communities that are still recovering from Hurricane Irma """,infrastructure_and_utility_damage
" Mexico earthquake, earthquake aftermath : Some of the worst damage, however far from the earthquake victims",infrastructure_and_utility_damage
 Irma death toll rises to 30 - a new toll could climb higher # news,infrastructure_and_utility_damage
.@KurtMeadow tells me Irma has affected his work.,infrastructure_and_utility_damage
" One of the largest wildfires that has burned over 300,000 acres of California forest was in the Santa Rosa Mountains near San Bernardino County... # fires",infrastructure_and_utility_damage
 # Fire : Irma damage to US Virgin Islands # Irma # USVI # VirginIslands,infrastructure_and_utility_damage
 RT @WESH : California wildfires : Huge gusts can devastate home and drive away animals,infrastructure_and_utility_damage
 Two victims of the hurricane damage in Puerto Rico,infrastructure_and_utility_damage
 RT @CBC NEWS : Mexico s earthquake victims struggle to get home,infrastructure_and_utility_damage
 Wildfires ravage California communities,infrastructure_and_utility_damage
" Puerto Rico, s # hurricane",infrastructure_and_utility_damage
" RT @thehill : Hurricane Maria caused hundreds of thousands of dollars in damage, leading to more than 400,000 lost to power for @CBS13",infrastructure_and_utility_damage
 # HurricaneMaria RT @ThePodcast : It's amazing to see how little electricity...,infrastructure_and_utility_damage
 A family evacuated from Harvey town without a roof | ABC NEWS,infrastructure_and_utility_damage
 Massive Hurricane Maria devastation spreads across Puerto Rico # CBS13,infrastructure_and_utility_damage
 # HurricaneMaria # Home.,infrastructure_and_utility_damage
" RT @FoxNews : Harvey devastation, homes destroyed by deadly storm. # foxnews",infrastructure_and_utility_damage
 # Tornado : At least 100 killed in Northern # Texas after Hurricane Harvey,infrastructure_and_utility_damage
 # Florida # HurricaneMaria ,infrastructure_and_utility_damage
 RT @News5Denver : Local church burns down after Hurricane Irma,infrastructure_and_utility_damage
" RT @SUNNews : A wildfire in California could cause $ 2.5B in damage, according to a post from @Earth_Systems.",infrastructure_and_utility_damage
 Photos : Hurricane Irma rips through Dominica for first time,infrastructure_and_utility_damage
 First responders scramble to clean up after Hurricane Irma s destructive landfall,infrastructure_and_utility_damage
" RT @CNN : More trees down from Irma - hit areas, power outages rising. # USNews",infrastructure_and_utility_damage
" Irma in Florida caused $ 13 billion in damage, experts say",infrastructure_and_utility_damage
 # Wildfires in # California : Death toll rising to 52 with more to come,infrastructure_and_utility_damage
 Hurricane Maria : Hundreds of families still without electricity as the power grid fails to...,infrastructure_and_utility_damage
" RT @abc12 : Hurricane Irma : A tree fell down in a mansion, and the two cars stuck under debris, in Naples",infrastructure_and_utility_damage
" RT @newsfriday : Harvey floodwaters from Mexico to Texas, threatening roads and lives",infrastructure_and_utility_damage
" RT @ABC : Cyclone Mora still on the ground, causing destruction in Sri Lanka",infrastructure_and_utility_damage
 Hurricane Maria destroyed our own houses.,infrastructure_and_utility_damage
" @realDonaldTrump, you could start from the top down and rebuild. But you don't!",infrastructure_and_utility_damage
 RT @WFP : Buildings were ripped down by Hurricane Maria,infrastructure_and_utility_damage
 RT @abc7chicago : Water s flood in neighborhood : neighbor s family moved back in last week after Hurricane Harvey s ravage,infrastructure_and_utility_damage
" RT @thehill : New Mexico faces unprecedented destruction as Irma and Harvey damage toll nearly 4,000 homes",infrastructure_and_utility_damage
 RT @KDKA : New Mexico wildfire : How a town is returning to normal after Hurricane Irma,infrastructure_and_utility_damage
 RT @AP : Irma devastates Puerto Rico,infrastructure_and_utility_damage
 Hurricane Irma,infrastructure_and_utility_damage
 Photos : Hurricane Irma destruction a reminder,infrastructure_and_utility_damage
 # news - US Army rescues hundreds of animals from Puerto Rico,infrastructure_and_utility_damage
 RT @WVOMaxford : New pictures show how Irma swept away everything in a few hours,infrastructure_and_utility_damage
 The devastation of Hurricane Maria has been a wake up call for our Congress,infrastructure_and_utility_damage
 RT @TMZNews : Puerto Rico s electric grid ravaged by # HurricaneMaria,infrastructure_and_utility_damage
 # Iran # earthquake in # Kermanshah kills at least 200 # Iran,infrastructure_and_utility_damage
 Hurricane Maria made my trip to Puerto Rico two weeks ago. It still needs cleaning.,infrastructure_and_utility_damage
 California earthquake : Homes flooded as neighbors look for shelter,infrastructure_and_utility_damage
 Hurricane Irma makes return visit to U.S. Virgin Islands - -,infrastructure_and_utility_damage
 @NoraGardner9 News : California Wildfires : Wildfires Devastated the Country,infrastructure_and_utility_damage
 RT @AP : California wildfires have raised wildfire safety concerns for many businesses and individuals.,infrastructure_and_utility_damage
" The fire broke out along the southern edge of Harvey s eye. We have people s apartment buildings, and they've lost everything. And the people still in those buildings still need help",infrastructure_and_utility_damage
 # tornado # tornado # hurricane # devastation,infrastructure_and_utility_damage
 Local Puerto Rico school flooded by Hurricane Maria,infrastructure_and_utility_damage
 We lost everything we had but that doesn't make us cry,infrastructure_and_utility_damage
" RT @dccc10 : California wildfires in Northern California have destroyed over 800 buildings and damaged more than 300,000 trees.",infrastructure_and_utility_damage
 Photos from Hurricane Maria | Harvey victims flooded,infrastructure_and_utility_damage
" RT @WUSA9 : Dolly Kyle, one of the victims of Harvey, says the # storm has left her on edge # ABC7",infrastructure_and_utility_damage
 RT @TheChronicle : # Houston water main break : Why this latest disaster could damage the economy,infrastructure_and_utility_damage
 # PuertoRico : Massive hurricane - ravaged neighborhoods still left vulnerable.,infrastructure_and_utility_damage
 California wildfires : A couple of tips on how to get home -,infrastructure_and_utility_damage
 USGS map of damage caused by Hurricane Irma.,infrastructure_and_utility_damage
 US Army Corps of Engineers engineers assesses damage from Harvey.,infrastructure_and_utility_damage
" In California wildfires, California homeowner loses $ 6,000 as water becomes the new normal",infrastructure_and_utility_damage
