tweet_id,tweet_text,label_text
870279064996777985,"RT @RedCrossAU: Our colleagues @BDRedCrescent and over 55,000 volunteers are helping people prepare for #CycloneMora https://t.co/FqpTRo8NZZ",rescue_volunteering_or_donation_effort
870522593056509953,Note to those who want to take relief to victims independently. @jessiefer #FloodSL #lka https://t.co/C7ooFTMPoH,rescue_volunteering_or_donation_effort
872744192270848002,Flood Disaster in Sri Lanka: A Line of Aid for PregnantÂ Women https://t.co/vcFqRCtrGv https://t.co/r9w8o5srOK,rescue_volunteering_or_donation_effort
872517849616613384,SRI LANKA: Authorities race to rescue flood victims as death toll rises toÂ 164 https://t.co/fspIgR0QhR https://t.co/k8Z6Zs4Hl3,rescue_volunteering_or_donation_effort
878136759959343108,Flood #SriLanka. Lady explained how she saved family lives but lost house. @NorwayMFA provides assist of USD1.2 mill https://t.co/oQDBXp0en7,affected_individuals
870300517607591940,"https://t.co/NO9Qb9dvGi Cyclone Mora: Storm makes landfall in Bangladesh, six killed https://t.co/bm3cPIIVco",injured_or_dead_people
873238706848763905,#NOAA Cyclone Mora hits vulnerable Bangladesh https://t.co/4Wi5rSpDV4 https://t.co/ppcXFaTipR,infrastructure_and_utility_damage
872486971796598785,Fabric of #SriLanka torn apart by #CycloneMora: @UNICEF https://t.co/nDt7vvZPiw https://t.co/88sYg0fvCe,infrastructure_and_utility_damage
872378229818105857,Indian ship delivers aid for cyclone victims https://t.co/kWlUrZT7YZ #burma #myanmar #cyclone #CycloneMora https://t.co/NJpFOIWAXr,rescue_volunteering_or_donation_effort
872251187701194757,@alkhidmatorg is the only Pakistani NGO that is in action in Sri Lanka to help flood effected people https://t.co/QMC6jCRYDn,rescue_volunteering_or_donation_effort
870505296031956995,"#CycloneMora 200 killed, 100 missing, 70,000 displaced, 600,000 affected 1/2 https://t.co/vUkSEB4u36",injured_or_dead_people
871245851359948802,"RT @myanmar_moi: Cyclone Mora wreaks havoc, cuts power in Maungtaw https://t.co/z1RNRkyWDJ https://t.co/efFas2YaPI",infrastructure_and_utility_damage
870847517457383424,"EU Provides EUR300,000 To Sri Lanka For Assisting FloodÂ Victims https://t.co/yE9kfzzkJC https://t.co/ViWj18ZQVC",rescue_volunteering_or_donation_effort
873791381407444992,#USSLakeErie service members assist in #SriLanka after devastating floods https://t.co/LpQMiGAKjm https://t.co/gzNGBRVViX,rescue_volunteering_or_donation_effort
872175891929063426,Delivering Aid to Flood-Ravaged Sri Lanka https://t.co/8cBx5nHw0L #Jewish #SanDiego https://t.co/OHwhMAoqbI,rescue_volunteering_or_donation_effort
870140216656502784,RT @ndtv: Over 200 killed in Sri Lanka's worst flood since 2003 https://t.co/IFKlQ6VQE0 https://t.co/2xSSeH34m4,injured_or_dead_people
874121599003185152,#Mastercard lends support 2 @WFPâ€™s flood relief efforts in #SriLanka https://t.co/nA8jbqK4HU https://t.co/ww2qgNs0Gp,rescue_volunteering_or_donation_effort
872359583645356032,RT @The_Nation: Sri Lanka rushes aid to half a million flood victims https://t.co/IYOSOGrGhH https://t.co/s2fPhIdViv,rescue_volunteering_or_donation_effort
870357094737817600,"Cyclone Mora hits Bangladesh, destroys refugee homes | News | DW | 30.05.2017 https://t.co/JT9inYxK5r https://t.co/WyZOZEohLe",infrastructure_and_utility_damage
870548008256978944,"#SriLanka floods: 206 people dead, 92 still missing https://t.co/goLNqtiZUX #top #news https://t.co/jJ9YCNSL4S",injured_or_dead_people
870146384904761344,"Mora Impact: Port city sees heavy rain, waterlogging #TISNews Click Link- https://t.co/mn9pvB4s1t https://t.co/6ywgXiVJEO",infrastructure_and_utility_damage
870190470466596865,"The #flood extent in Kalutara District, #SriLanka, was captured by #TerraSARX on 30 May: https://t.co/LCo1VVKgEZ https://t.co/LdPDcq0UOs",infrastructure_and_utility_damage
870849885553045504,#CentralFinance provided medicine for the flood affected communities #FloodSL https://t.co/Zoej4HJmgQ,rescue_volunteering_or_donation_effort
870114879541137408,"Cyclone '#Mora' hits Mizoram, damages houses, triggers landslides. https://t.co/x6S3ZdRfgT",infrastructure_and_utility_damage
875294351152168960,#UnitedNations appeals for more resources for flood-hit #SriLanka https://t.co/nTjGKqwOPj https://t.co/lQCA1rfAEZ,rescue_volunteering_or_donation_effort
870532701509500928,Program to issue ID cards to flood victims Read more: https://t.co/IYpVo2vLHA #lka #srilanka https://t.co/uqs85s05XX,missing_or_found_people
876640890663522304,Disaster management officials visit Cyclone Mora affected areas https://t.co/b7eC2oT82x https://t.co/DAd6tsapeX,rescue_volunteering_or_donation_effort
871637244695650304,Cyclone Mora to Flood parts of Bangladesh and á½„9https://t.co/SjnNjxVByS https://t.co/9vxoCbyPts,infrastructure_and_utility_damage
871545956159950849,Please donate generously for the flood victims of Sri Lanka https://t.co/XuHARrVuAa,rescue_volunteering_or_donation_effort
871389377590644736,US to provide Rs350mn #flood relief to #SriLanka https://t.co/wuAN0gqVnB https://t.co/RSg9xHPonx,rescue_volunteering_or_donation_effort
872085722575929345,IOM plans more help for flood-hit #SriLanka https://t.co/2yvmMmH9ak #top #news https://t.co/KUQqkaiY9c,rescue_volunteering_or_donation_effort
870158203220365312,"#FloodSL Update: Rs. 1,002,500 donated online from 23 countries! Data: https://t.co/yuUDh2pv8I #FloodReliefLKA https://t.co/Y1gbIIUixo",rescue_volunteering_or_donation_effort
879930732327694337,"Month after #FloodSL, 17 people in 1 room - https://t.co/iX9A9IixZd @UNICEF_SriLanka #SriLanka https://t.co/ihq6t11KWC",affected_individuals
869983720119390208,"RT @dmc_lk: Situation Report as at 0900hours #31May2017 #SLFloods2017 #FloodSL #lka #dmclk 629,742 people affected https://t.co/UC5K3aWb1K",affected_individuals
870237610362380289,Govt donates B2m to help flood-stricken SriÂ Lanka https://t.co/lDBVFFuBjf https://t.co/XIqdTSMntn,rescue_volunteering_or_donation_effort
869972354004393987,Pak Navy continues Humanitarian Assistance and Disaster Relief Operations in Flood Stricken Sri Lanka. RESPECT https://t.co/LzDAR9i17Z,rescue_volunteering_or_donation_effort
870035816990425089,After cyclone #mora #RCY Rangamati is in action with fire service BD. https://t.co/lwiU0DPqT5,rescue_volunteering_or_donation_effort
870052558928138240,"RT @mir_sidiquee: Live: Cyclone Mora kills four, crossing over #Rangamati https://t.co/r4SMN7zjRU https://t.co/fKLuPNF2NA",injured_or_dead_people
870109024036864000,Indian Air Force plane delivers critical helicopter spare parts for Sri Lankan Air Force #FloodSL @SushmaSwaraj https://t.co/vK1a6MTg1c,rescue_volunteering_or_donation_effort
870113671699193857,"#India, #Srilanka have religious relationships. #Indian_Navy playing vital role, to help in fighting flood. à¤œà¤¯ à¤¹à¤¿à¤‚à¤¦! https://t.co/x2vcAm19Fz",rescue_volunteering_or_donation_effort
870140525889822724,Authorities and military aid recovery in Mora-hit areas of Rakhine State https://t.co/7i2TclWec2 https://t.co/89Sq3sDOuM,rescue_volunteering_or_donation_effort
870182877706715139,"Death toll in flood-hit Sri Lanka hits 202, hospitals to be evacuated https://t.co/4JLY4HWRp0 https://t.co/xSBRuW7rMR",injured_or_dead_people
870272043538886657,Pictures of Chinese &amp; Pakistani medical teams working in Floof affected areas #FloodSL https://t.co/Fe3qq8VTbB,rescue_volunteering_or_donation_effort
870283105151668224,RT @Alimdaad_UK: Severe Flooding in #SriLanka Our teams assessing the situation today. https://t.co/KWIwCek25v,rescue_volunteering_or_donation_effort
870331956415909890,RT @ZIabulHq: Consequences after Cyclone Mora destroyed the Refugees Houses. #Pray_For_Rohingya. https://t.co/NJ7RIsELH7,infrastructure_and_utility_damage
870528490184908800,Visiting flood Victimes in Bullathsinhala. @RajapaksaNamal #FloodSL #srilanka #namalrajapaksa https://t.co/lRlBggO49v,rescue_volunteering_or_donation_effort
870559283880112128,"Cyclone Mora : 4 killed in Manipur, 140 houses destroyed in Mizoram :: https://t.co/dMlEngezZ4 https://t.co/NIeyQeLkwt",injured_or_dead_people
870605397538856960,#FloodSL please help flood victims of #srilanka https://t.co/yLSUKBGsck,rescue_volunteering_or_donation_effort
870619854104961025,Mora Leaves A Trail of Destruction Across Teknaf 02-06-2017 https://t.co/1e3NnJqZnW,infrastructure_and_utility_damage
870668890564567040,Cleaning wells in Flood affected areas of Praduwa southern Province Srilanka https://t.co/C5parTDpHP,infrastructure_and_utility_damage
870835871129513984,RT @ihcdhaka: The 33 survivors of #CycloneMora rescued by #INSSumitra return Home. https://t.co/GypdL6SfZL,rescue_volunteering_or_donation_effort
870845845133971456,RT @ndtv: Indian Navy teams join Sri Lanka flood rescue ops as toll reaches 193 https://t.co/ltXGfTu3QA https://t.co/T6DI5FdgVO,rescue_volunteering_or_donation_effort
870882793118683136,Chinese companies continue assisting #SriLanka flood victims (Photos: Xinhua) https://t.co/9XOSZYtZmC https://t.co/OCH6aoO7II,rescue_volunteering_or_donation_effort
870942570704019456,"#Veyangalla, a village heavily affected by recent #floodSL in #Kalutura district, today situation #lka #SriLanka https://t.co/6CeIHdffw9",infrastructure_and_utility_damage
870990463238406144,Chinese cargo plane delivers relief to flood-hit #SriLanka . https://t.co/ZLS2Dd8s71 https://t.co/LdMWn2VIeY,rescue_volunteering_or_donation_effort
871195505241587712,@TNAmediaoffice ITAK delegation handed over relief to those affected by #FloodSL in Ratnapura-pics by: Yarl Theepan https://t.co/jUFhscji9k,rescue_volunteering_or_donation_effort
871269851108708357,Flood Relief program by Lions District 306 C2 at Ayagama. #Lions306C2 #FloodSL #Ayagama #Lions100 #SriLanka #Lka https://t.co/NRh1BOccwq,rescue_volunteering_or_donation_effort
871649571058978817,US soldiers cleaning flood damaged schools #SriLanka https://t.co/wYy8Mx9Ga4 https://t.co/vzLRlNQ2mF,rescue_volunteering_or_donation_effort
872022117574770689,#INSSumitra arrives in #Yangon bearing assistance for communities affected by #CycloneMora in #Myanmar: @indiannavy https://t.co/lanf0WFOkv,rescue_volunteering_or_donation_effort
872051180549152769,#PakistanNavy providing relief goods to the #flood hit areas of #colombo during a #rescue operation #srilanka á¼Ÿ5á¼Ÿ0á¼Ÿ1á¼Ÿ0 https://t.co/NC1VgUamN3,rescue_volunteering_or_donation_effort
873306605122703360,Many #Rohingya shelters in #Sittwe destroyed by #CycloneMora. See here how they are living now. #Myanmar https://t.co/RLjMLgo2fM,infrastructure_and_utility_damage
873491045442441216,'Puravesi Athwela' humanitarian train travels from #Jaffna with flood relief #SriLanka https://t.co/3cV8zrk1CW https://t.co/PIN5MdVDMX,rescue_volunteering_or_donation_effort
873842388040417280,US Military Ship #USSLakeErie Has Arrived To Sri Lanka With 150 Military To Help Flood Effected People. #lka https://t.co/NNlidWplRh,rescue_volunteering_or_donation_effort
873911447234895873,USS Lake Erie arrives in #SriLanka on flood relief mission @USNavy @PacificCommand https://t.co/xXdsgPsf6n https://t.co/IXrE9waMlQ,rescue_volunteering_or_donation_effort
875202637473476609,Flood biggest calamity which happened recently in Sri Lanka. @slhro done their duty. 2500 ltrs has been donated. https://t.co/VGcmDj8JPR,rescue_volunteering_or_donation_effort
875461354584289281,#USSLakeErie continue to provide #SriLanka humanitarian aid and assistance in wake of #FloodSL #AroundTheFleet https://t.co/J1tSp7r9ip,rescue_volunteering_or_donation_effort
871725286278254592,#Turkey distributes aid to #Rohingya #refugees affected by Hurricane Mora+ https://t.co/Fd1vNz0yiA https://t.co/0WYmUKjmWa,rescue_volunteering_or_donation_effort
870539388001722368,"EU gives 300,000 euros to flood-hit #SriLanka https://t.co/WEfwRmn4lS #top #news https://t.co/T9c8gyoZUF",rescue_volunteering_or_donation_effort
871271970029142016,Government Donations #FloodSL #lka https://t.co/LRey1fOYC9,rescue_volunteering_or_donation_effort
870570710850125825,Korean community donates relief goods for flood victims in Sri Lanka https://t.co/rKEdOANOZM https://t.co/s5psL9zEaC,rescue_volunteering_or_donation_effort
870603426194874368,"Navy brings supplies, medicine to flood-ravaged Sri Lanka https://t.co/LjQaghv5YE https://t.co/A3mvjlKuNG",rescue_volunteering_or_donation_effort
871619685686677504,#Fox914 encourages you to unite and give to those who are affected... #FloodSL #srilanka #colombo #kandy #lka https://t.co/iLgsSCJ06b,rescue_volunteering_or_donation_effort
870209884452552705,"Israel, Jewish group provide emergency aid to flood-stricken Sri Lanka https://t.co/C3z7zmhUvF #Diaspora https://t.co/xjw6lHYdou",rescue_volunteering_or_donation_effort
870347744912711680,Everyone to stand by the #CycloneMora affected people. #Bangladesh #SaveBangladesh https://t.co/QBB0TDXy1g,rescue_volunteering_or_donation_effort
870770949406081024,GammaddaV - Flood Relief &amp; Clean Up Campaign. ____Selected by Dr.S.Priyantha-Sri Lanka. https://t.co/qO6TJTW8Dm https://t.co/hAd0deFnsX,rescue_volunteering_or_donation_effort
870168489759199233,Ctg people suffer for Mora fallout https://t.co/yMefgRzmNZ https://t.co/36ZcMd3U5k,affected_individuals
872400492705361921,"LATEST REPORT: Relief Teams Bring Much-needed Supplies, Help to Flood Survivors https://t.co/dNct5LR6Qm https://t.co/3MCPaqcnHc",rescue_volunteering_or_donation_effort
870156017392287744,"RT @AJEnglish: Bangladesh has evacuated at least 350,000 people as Cyclone Mora hits https://t.co/YI9WB98gAU https://t.co/2XcoJdZIvn",rescue_volunteering_or_donation_effort
870255568384016384,"Raft capsizes in flood-hit Sri Lanka, kills three https://t.co/Fdf688iz5W https://t.co/U7rJElXjcn",injured_or_dead_people
872297618147340289,"Over 420,000 women/children directly affected by #SriLanka #FloodSL - @WFP https://t.co/SD35cUyAx6 https://t.co/wGsZC00w0G",affected_individuals
870134495650906112,RT @IrrawaddyNews: Cyclone #Mora destroys homes in #ArakanState #Burma #Myanmar https://t.co/JHRTKQ7ZcZ https://t.co/2r9FhaFqZK,infrastructure_and_utility_damage
874137651384918016,San Diego-Based USS Lake Erie Assists Flood Victims in SriÂ Lanka https://t.co/Ij3YBxhaht https://t.co/CcFMP1EaFR,rescue_volunteering_or_donation_effort
870015964795908097,Flood Death rate increases in Sri Lanka has been published on Liveonchennai - https://t.co/GmM2ENO8Mb https://t.co/WYe0eGoZlw,injured_or_dead_people
870161539948400641,Bangladesh navy searches for 81 fishermen still missing after Mora cyclone https://t.co/8H7oGKWiTn https://t.co/QKpW02toiz,missing_or_found_people
870389707418599426,Bangladesh: Rohingya Refugees Suffer After-Effects of Cyclone Mora https://t.co/oIzv5sCNRq https://t.co/2eTtlYcDuI,affected_individuals
869967714948849664,#FloodSL 200+ deaths reported due to floods and landslides in Sri Lanka #lka #HelpSriLanka https://t.co/QnbB8kFhZQ,injured_or_dead_people
870148339307749377,Flooding and mudslides have killed at least 200 people in #SriLanka https://t.co/f3VqJrTUYg https://t.co/vh961eP8th https://t.co/f3VqJrTUYg,injured_or_dead_people
871769027223461888,Cornwall rescue team deployed to help Sri Lanka flood victims https://t.co/vizeEm8WPS https://t.co/P5MFHG5H2T,rescue_volunteering_or_donation_effort
872044691885305858,#Cyclone Mora damages over 200 school buildings in #Maungdaw &gt; #Myanmar &gt; https://t.co/gk9xserkiC https://t.co/Aa2bXoP1U7,infrastructure_and_utility_damage
869994955678203904,Indian Navy rescues 33 Bangladeshis as Cyclone Mora kills 9 https://t.co/RzD9Y1eSSN https://t.co/Un2kyTqbU0,rescue_volunteering_or_donation_effort
871717741006376960,Glad to see US is helping @SriLanka https://t.co/1mkH1e7jaS @megheubeck @Center4Politics https://t.co/1Hblw0ck3i,rescue_volunteering_or_donation_effort
871998630718263296,Popular Korean actress donates to flood hit SriÂ Lanka https://t.co/fLDc8HllGa https://t.co/IBWrBMi1XU,rescue_volunteering_or_donation_effort
879204877917986816,"Despite rains in South-west, recent floods, 840,000 in #SriLanka hit by drought - https://t.co/ynGozp1pq4 https://t.co/WC4GKFJLxo",infrastructure_and_utility_damage
870011540895748096,"#world #news For Rohingya refugees, makeshift homes no match for Cyclone Mora https://t.co/J9BUkKc66D https://t.co/TiqgXmsSBK",rescue_volunteering_or_donation_effort
870165289576521730,Maldives presents disaster relief to flood-hit Sri Lanka https://t.co/dOHE7PbOxp #Maldives #News https://t.co/NQNqeHW4sp,rescue_volunteering_or_donation_effort
877829207606177792,#unicef Sri Lanka and #norwayaid will help rebuild these and other communities affected by #FloodSL https://t.co/ryakxJVKp4,rescue_volunteering_or_donation_effort
871220595928834049,"9 days No Electricity, No phone calls, No Internet, No Chatting, No Fresh Water.... Miss you all so much! #FloodSL https://t.co/SX3MLUzrv4",infrastructure_and_utility_damage
869962038214131712,"Sri Lankaâ€™s flood survivors at risk of dengue, disease â€“ aid workers https://t.co/2P1zVDrOoH https://t.co/0GzvMdPwvq",affected_individuals
870015709555834880,Sri Lanka Battles to Get Relief to Stranded Flood-hit Villages - https://t.co/j8oP85hyte Lanka Battles to Get ... https://t.co/aDmFdnO1Ai,infrastructure_and_utility_damage
870013706935119872,RT @coconutsdotco: Cyclone Mora tears through homes in Rakhine State https://t.co/DwHMPx6yG6 https://t.co/oyZrQ6TNaj,infrastructure_and_utility_damage
870278054697881600,"Women at work in #Chittagong, #Bangladesh. Repairing roads after cyclone #Mora ravaged the region https://t.co/EAWdtPsJtC",infrastructure_and_utility_damage
869963334401052673,Posted by Chathura Udeshka to SL Disaster Relief 1 hr Â· #floodsl #lka https://t.co/Q1eqsM1vdd,rescue_volunteering_or_donation_effort
870288120150765568,"Heavy rains, landslide due to Cyclone Mora, Aizawl cut off https://t.co/KTVxfMI3sa https://t.co/5YzyqpjzrL",infrastructure_and_utility_damage
870606991701364736,Photo from Sri-lanka where Pakistan Navy conducted relief operations after flood https://t.co/Uga1YH8TBa,rescue_volunteering_or_donation_effort
870318701760974848,RT @dmc_lk: For Donations #SLFloods2017 #FloodSL https://t.co/tzRAdCZxDM,rescue_volunteering_or_donation_effort
870110587661021185,https://t.co/hurWsb80NG Watch: Sri Lanka deploys more troops as flood toll climbs to 177 https://t.co/za1WAYjAtk,rescue_volunteering_or_donation_effort
870295706384318464,RT @BangkokPostNews: Rohingya refugee hovels flattened by Cyclone Mora https://t.co/7D0G7cKT8i https://t.co/qmmNEIgHUJ,infrastructure_and_utility_damage
873917830068031488,We were able to reach more than 1000 people around #Kalutara district through our #Medical camps ! #FloodSL #kyf https://t.co/FiIeS1NDEz,rescue_volunteering_or_donation_effort
870274062588805122,Aid workers warn of â€˜acute crisisâ€™ in #Bangladesh #refugee camps devastated by #CycloneMora https://t.co/bQCzc7DZdo https://t.co/QKHgqyJzvd,infrastructure_and_utility_damage
870518669213708293,"Government of Maldives donated A cheque of US $ 25,000.00 to Sri Lanka #FloodReliefLKA #floodSL #lka @maldives https://t.co/GVYXKsCF41",rescue_volunteering_or_donation_effort
870568320969453572,"Cyclone Mora: Urgent shelter needs in Bangladesh, Myanmar https://t.co/1rdEVZfsX1 https://t.co/4PIeUOcETn",rescue_volunteering_or_donation_effort
870023473166401536,"Cyclone Mora Wreaks Devastation Along Myanmarâ€™s Western Coast, Killing One https://t.co/XqXWW6vUlI https://t.co/gBKoQOm5qk",infrastructure_and_utility_damage
870559758008418304,"https://t.co/3mquNyd5Gv Cyclone Mora: Indian Navy keeping close track, deploying relief ships https://t.co/GJZBZUZMKL",rescue_volunteering_or_donation_effort
869954009963970560,RT @IndiaToday: Death toll from Sri Lanka's worst flood since 2003 rises to 151 https://t.co/vL9JK5Vn2e https://t.co/T66G2Jidba,injured_or_dead_people
877964234826555392,22K people displaced in Sri Lanka due to being hit by worst flood in decades: https://t.co/y1OnYlTWo8 #FoodTank https://t.co/vfuV7ZNVES,affected_individuals
870029636750630912,Worst floods in #SriLanka in decades: So many children need help: https://t.co/9atFO43v63 v/@unicef_es https://t.co/OWZlKjRbvw,affected_individuals
879136029810331648,Sri Lanka #tea farmers struggle after devastating floods https://t.co/9iixlbl8So #lka #srilanka via @AlJazeera https://t.co/ewqYTJdJrc,affected_individuals
872816096654508033,"A girl from #Kalutara who is sitting for O/L exams this year, trying to dry the school books. #FloodSL #School https://t.co/wBCaA3vdzU",affected_individuals
870885758055333888,Please share.. Looking for Medical officers! #lka #FloodSL #help #FloodRelief #flood2017 https://t.co/1ILbtLJHYS,rescue_volunteering_or_donation_effort
869918891664977921,RT @irane_Azad: #Iran #News #Us Foreign aid arrives in as Sri Lanka flood toll exceeds 200 https://t.co/9yRvhLhNSC https://t.co/6nVBpaKa92,rescue_volunteering_or_donation_effort
871271580923547648,Situation report about the affected affected people due to bad weather #FloodSL #lka https://t.co/wk4hipGATu,affected_individuals
871272409667559424,Aftermath of Mora: 1.3mn children urgently need humanitarian aid. Read at - https://t.co/B16HnGzWyT https://t.co/8pqFTeqcPA,rescue_volunteering_or_donation_effort
870977227923406848,#SriLanka appreciates China's assistance for #flood relief. https://t.co/VhDm2wLjjI https://t.co/kH4vi0zUiS,rescue_volunteering_or_donation_effort
870003422514208768,Sri Lanka Flood Death rate increases to 183 - https://t.co/Mb63t3tmxj https://t.co/KxH1Ev9nbn,injured_or_dead_people
870294525419192324,81 Bangladesh fishermen missing in the wake of Cyclone Mora https://t.co/I6wEaC49SJ https://t.co/yzZ9RQdLwd,missing_or_found_people
874426482256486400,Red Cross volunteers help flood-hit Sri Lanka https://t.co/9R4CAupONy https://t.co/CSCObhiZOP,rescue_volunteering_or_donation_effort
871514121799213058,American People Contribute LKR 350 Million for Sri Lanka FloodÂ Relief https://t.co/AxOobgUyeD https://t.co/6iHcZWoJi7,rescue_volunteering_or_donation_effort
870425080035241984,https://t.co/fihq5IXZ7o Cyclone Mora: Indian Navy sends second ship to Bangladesh https://t.co/yCgyaidS7J,rescue_volunteering_or_donation_effort
872076035726204929,"Heavy flooding, landslides have affected some 684,000 people in south &amp; central #SriLanka https://t.co/3VqgVznVEv https://t.co/F5uPmn0Ws1",affected_individuals
870491727886405632,"https://t.co/A69kxXrbf5 Cyclone Mora: INS Sumitra helps B'desh, launches rescue ops https://t.co/y92d9F4g1F",rescue_volunteering_or_donation_effort
870667100368637953,UN Migration Agency Seeks Funding for Displacement Settlements in Bangladesh Hit byâ€¦ https://t.co/ZFThAuPFAr https://t.co/lU09JGo8OH,rescue_volunteering_or_donation_effort
870145228077969408,Sri Lanka struggles to deliver aid to stranded flood victims https://t.co/Hbh7ochcMi #NewInVids https://t.co/nt3w0hSXzV,rescue_volunteering_or_donation_effort
869950122972635136,#FloodSL They still need our help #Flood2017 #srilanka #FloodReliefLKA photo courtesy :Shehan Gunasekara https://t.co/SBh8rLpnhl,rescue_volunteering_or_donation_effort
870244871629451264,"RT @XHNews: Chinese premier extends condolences to Sri Lanka on flood, landslide disasters. https://t.co/87L9biYPzJ https://t.co/567aCIBp6w",rescue_volunteering_or_donation_effort
870561029071044608,"#FloodSL situation report as of 1200 noon, 02.06.2017. Death toll has risen to 208. (via @dmc_lk ) #lka https://t.co/pWH5xOMpnj",injured_or_dead_people
870687180712099840,RCY Khagrachori Manikchri Unit in action after #mora. https://t.co/6arnySID94,rescue_volunteering_or_donation_effort
870841147119325186,@WFP donates 22.5 MT dhal for flood-affected in #SriLanka https://t.co/XobOvE7hoc https://t.co/7NBqaV8NYP,rescue_volunteering_or_donation_effort
870215735687225344,Violent wind Mora: Bangladesh anglers missing after tempest - https://t.co/zkee0xkUO1 https://t.co/6FzhlSGxef,missing_or_found_people
870120268789723137,Helped to collect and send a Leyland bus full of brand new clothes and food items to Morawaka today. #FloodSL https://t.co/WBce2IiKI2,rescue_volunteering_or_donation_effort
872359788377714689,Sri Lanka: Navy in North support flood relief campaign #humanitarian #newzealand #auckland https://t.co/geDS6AtKL4,rescue_volunteering_or_donation_effort
870047567912075265,"https://t.co/QnTzWx6tGI 300,000 people evacuated, airports closed post Cyclone Mora https://t.co/tCMkitkrbi",rescue_volunteering_or_donation_effort
872054569697763328,Naval personnel involved in flood relief operations felicitated #SriLanka https://t.co/mLggq42l91 https://t.co/4qw9PVj8rD,rescue_volunteering_or_donation_effort
869990321156784129,Items needed for donation. #FloodSL #FloodReliefLKA Post as of 1/6 at 12:30 a.m. https://t.co/6CtNcFK077,rescue_volunteering_or_donation_effort
873426944896884737,"Cambodia donates 100,000 USD to flood-hit Sri Lanka - https://t.co/zMKsrw99PO https://t.co/tkRtzmgFdX",rescue_volunteering_or_donation_effort
